# |V| = 38
# |E| = 453
# Prob((i,j)) = 0.600000

set V:=
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
;
param: E: w :=
1 2 43
1 3 51
1 4 50
1 5 75
1 6 44
1 7 71
1 8 88
1 9 94
1 10 88
1 11 81
1 12 24
1 13 75
1 14 62
1 15 49
1 16 47
1 17 24
1 18 12
1 19 66
1 20 19
1 21 51
1 22 77
1 23 17
1 24 43
1 25 28
1 26 51
1 27 59
1 28 13
1 29 96
1 30 56
1 31 41
1 32 16
1 33 67
1 34 2
1 35 12
1 36 92
1 37 11
1 38 26
2 3 60
2 4 19
2 5 85
2 7 19
2 10 12
2 11 32
2 12 7
2 14 61
2 15 48
2 16 67
2 17 52
2 18 9
2 20 49
2 21 94
2 22 78
2 23 12
2 25 68
2 28 85
2 29 20
2 32 33
2 33 55
2 35 47
2 38 93
3 4 81
3 5 75
3 6 61
3 7 50
3 9 48
3 10 1
3 11 34
3 12 53
3 13 78
3 14 95
3 16 69
3 17 81
3 18 30
3 19 87
3 20 15
3 21 78
3 22 100
3 27 57
3 29 94
3 31 92
3 34 79
3 35 10
3 36 42
3 37 56
3 38 72
4 5 23
4 7 99
4 8 90
4 9 50
4 10 42
4 11 36
4 13 64
4 15 32
4 18 82
4 19 95
4 22 39
4 23 92
4 24 2
4 25 27
4 26 3
4 27 87
4 29 78
4 30 88
4 31 87
4 32 80
4 33 59
4 34 5
4 36 80
4 38 2
5 7 71
5 8 69
5 10 1
5 11 57
5 12 21
5 15 79
5 17 12
5 21 75
5 24 58
5 25 62
5 26 34
5 28 52
5 31 20
5 32 13
5 33 99
5 37 32
5 38 47
6 11 59
6 14 86
6 15 44
6 16 42
6 17 52
6 19 35
6 20 8
6 22 87
6 23 28
6 25 60
6 26 53
6 28 93
6 29 67
6 30 38
6 31 60
6 32 72
6 33 35
6 37 24
7 8 76
7 9 52
7 12 17
7 14 100
7 15 30
7 18 27
7 19 52
7 20 47
7 21 36
7 22 97
7 25 34
7 28 90
7 29 71
7 30 7
7 32 46
7 33 14
7 37 28
8 9 60
8 10 27
8 11 95
8 12 48
8 14 93
8 15 51
8 17 43
8 18 6
8 21 77
8 22 71
8 23 73
8 25 29
8 26 58
8 27 72
8 28 90
8 30 16
8 32 32
8 33 86
8 35 54
9 10 38
9 13 89
