# |V| = 17
# |E| = 93
# Prob((i,j)) = 0.600000

set V:=
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
;
param: E: w :=
1 2 52
1 3 4
1 4 77
1 5 28
1 6 30
1 7 4
1 8 88
1 9 15
1 10 72
1 11 100
1 12 88
1 13 9
1 14 5
1 15 55
1 16 57
1 17 93
2 3 60
2 4 42
2 5 53
2 8 79
2 9 77
2 10 59
2 11 86
2 13 83
2 14 71
2 15 40
2 16 15
2 17 56
3 4 35
3 5 51
3 6 85
3 7 78
3 8 5
3 9 31
3 12 95
3 14 51
3 15 14
3 16 59
4 6 17
4 7 88
4 8 41
4 9 64
4 10 69
4 12 57
4 14 83
4 16 19
4 17 29
5 6 21
5 8 75
5 9 49
5 10 36
5 11 24
5 12 56
5 16 89
5 17 84
6 7 6
6 10 95
6 11 85
6 12 95
6 14 45
6 15 69
6 16 95
7 9 64
7 10 15
7 11 65
7 13 50
7 14 5
7 16 33
7 17 26
8 10 43
8 11 30
8 12 88
8 15 62
9 10 2
9 11 38
9 13 34
9 14 80
9 17 89
10 13 10
10 14 86
10 15 4
10 17 75
11 14 66
11 16 33
12 15 85
12 16 8
13 14 56
13 16 50
13 17 93
14 15 88
14 16 14
14 17 87
15 16 95
;
