# |V| = 32
# |E| = 307
# Prob((i,j)) = 0.600000

set V:=
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
;
param: E: w :=
1 2 50
1 3 78
1 4 3
1 5 69
1 6 57
1 7 17
1 8 64
1 9 54
1 10 78
1 11 96
1 12 47
1 13 76
1 14 14
1 15 52
1 16 18
1 17 79
1 18 55
1 19 27
1 20 35
1 21 47
1 22 11
1 23 36
1 24 12
1 25 69
1 26 73
1 27 95
1 28 100
1 29 68
1 30 54
1 31 37
1 32 65
2 3 91
2 4 6
2 5 96
2 8 87
2 9 83
2 10 57
2 11 92
2 14 63
2 15 90
2 16 22
2 17 84
2 20 7
2 21 29
2 23 81
2 24 71
2 25 31
2 26 90
2 27 37
2 29 50
2 32 74
3 4 5
3 5 20
3 8 12
3 10 10
3 12 71
3 14 10
3 15 13
3 16 43
3 17 81
3 18 35
3 19 95
3 22 32
3 25 53
3 27 23
3 28 49
3 30 52
3 31 64
3 32 46
4 5 6
4 7 23
4 11 36
4 13 32
4 15 77
4 16 91
4 17 80
4 21 65
4 22 1
4 23 23
4 24 74
4 27 69
4 31 96
4 32 85
5 9 48
5 10 40
5 12 79
5 16 41
5 20 18
5 21 78
5 22 99
5 25 35
5 27 35
5 29 66
5 30 28
5 31 15
5 32 45
6 7 61
6 8 38
6 9 95
6 11 90
6 12 62
6 13 20
6 14 1
6 15 15
6 16 86
6 17 81
6 18 47
6 19 53
6 20 17
6 21 47
6 25 13
6 26 72
6 28 17
6 29 52
6 31 24
6 32 9
7 8 39
7 9 46
7 10 36
7 11 63
7 13 10
7 14 4
7 16 49
7 17 92
7 20 2
7 21 47
7 22 95
7 24 27
7 26 24
7 27 52
7 28 75
7 29 17
7 31 71
8 11 48
8 14 85
8 16 3
8 17 79
8 18 39
8 19 32
8 20 40
8 23 77
8 24 77
8 26 15
8 27 38
8 28 60
8 29 46
8 31 44
8 32 20
9 10 99
9 13 32
9 14 31
9 16 19
9 19 62
9 21 75
9 23 30
9 24 92
9 25 50
9 26 31
9 27 38
9 28 39
9 31 12
9 32 45
10 11 1
10 14 33
10 15 82
10 16 51
10 17 74
10 18 35
10 19 44
10 22 5
10 23 18
10 24 3
10 26 1
10 28 32
10 29 65
10 30 33
10 32 48
11 12 77
11 13 77
11 15 95
11 18 18
11 20 3
11 21 31
11 23 41
11 24 89
11 26 72
11 27 34
11 29 15
11 32 38
12 13 44
12 15 14
12 18 31
12 19 48
12 20 92
12 21 24
12 23 64
12 28 19
12 29 21
12 31 52
13 18 6
13 22 11
13 24 43
13 25 56
13 26 34
13 27 57
13 28 78
13 29 36
13 30 94
14 18 10
14 19 70
14 22 61
14 23 1
14 24 45
14 26 97
14 28 46
14 30 59
14 32 57
15 18 43
15 19 6
15 21 21
15 22 98
15 23 50
15 24 84
15 27 91
15 28 13
15 29 35
15 31 12
16 17 65
16 18 100
16 19 94
16 20 87
16 23 19
16 24 47
16 26 88
16 27 57
16 29 29
16 32 16
17 21 58
17 22 28
17 23 82
17 25 24
17 26 68
17 31 22
18 19 15
18 22 71
18 23 14
18 24 83
18 25 8
18 29 3
18 31 74
18 32 31
19 20 8
19 21 67
19 23 71
19 24 95
19 27 24
19 28 36
19 29 97
19 30 19
20 21 66
20 23 65
20 24 79
20 25 33
20 27 4
21 22 43
21 24 95
21 25 67
21 27 73
21 28 25
21 30 32
21 32 39
22 23 84
22 24 26
22 25 51
22 26 86
22 30 57
22 31 4
22 32 72
23 24 75
23 25 22
23 27 29
23 29 31
23 30 47
23 31 66
23 32 37
24 25 40
24 29 51
24 30 63
24 31 100
24 32 17
25 26 10
25 28 41
25 29 85
25 30 53
25 31 47
26 30 68
26 31 34
26 32 52
27 28 3
27 29 45
27 30 2
27 31 70
27 32 22
28 32 30
29 30 6
30 32 16
31 32 63
;
