set A :=
a1    a5    a9    a13   a17   a21   a25   a29   a33   a37
a2    a6    a10   a14   a18   a22   a26   a30   a34   a38
a3    a7    a11   a15   a19   a23   a27   a31   a35   a39
a4    a8    a12   a16   a20   a24   a28   a32   a36   a40;

set B :=
b1    b5    b9    b13   b17   b21   b25   b29   b33   b37
b2    b6    b10   b14   b18   b22   b26   b30   b34   b38
b3    b7    b11   b15   b19   b23   b27   b31   b35   b39
b4    b8    b12   b16   b20   b24   b28   b32   b36   b40;

set E :=
(a1,b1)     (a7,b33)    (a14,b27)   (a21,b36)   (a27,b39)   (a34,b11)
(a1,b4)     (a7,b36)    (a14,b28)   (a21,b37)   (a28,b3)    (a34,b13)
(a1,b6)     (a7,b37)    (a14,b29)   (a21,b40)   (a28,b5)    (a34,b16)
(a1,b8)     (a7,b38)    (a14,b30)   (a22,b1)    (a28,b8)    (a34,b17)
(a1,b11)    (a7,b40)    (a14,b34)   (a22,b6)    (a28,b9)    (a34,b19)
(a1,b14)    (a8,b6)     (a15,b2)    (a22,b9)    (a28,b10)   (a34,b20)
(a1,b15)    (a8,b8)     (a15,b6)    (a22,b10)   (a28,b12)   (a34,b22)
(a1,b21)    (a8,b11)    (a15,b9)    (a22,b11)   (a28,b13)   (a34,b25)
(a1,b22)    (a8,b13)    (a15,b11)   (a22,b12)   (a28,b18)   (a34,b27)
(a1,b23)    (a8,b14)    (a15,b14)   (a22,b16)   (a28,b19)   (a34,b29)
(a1,b26)    (a8,b17)    (a15,b15)   (a22,b19)   (a28,b21)   (a34,b30)
(a1,b27)    (a8,b18)    (a15,b17)   (a22,b22)   (a28,b22)   (a34,b32)
(a1,b30)    (a8,b21)    (a15,b20)   (a22,b28)   (a28,b23)   (a34,b33)
(a1,b32)    (a8,b23)    (a15,b25)   (a22,b32)   (a28,b25)   (a34,b35)
(a1,b34)    (a8,b27)    (a15,b26)   (a22,b35)   (a28,b27)   (a34,b40)
(a1,b38)    (a8,b30)    (a15,b36)   (a22,b36)   (a28,b33)   (a35,b2)
(a1,b39)    (a8,b33)    (a15,b38)   (a22,b40)   (a28,b36)   (a35,b3)
(a2,b2)     (a8,b38)    (a15,b39)   (a23,b4)    (a28,b39)   (a35,b4)
(a2,b3)     (a8,b40)    (a16,b2)    (a23,b8)    (a28,b40)   (a35,b5)
(a2,b4)     (a9,b1)     (a16,b3)    (a23,b9)    (a29,b4)    (a35,b7)
