set A :=
a1     a12    a23    a34    a45    a56    a67    a78    a89    a100   a111
a2     a13    a24    a35    a46    a57    a68    a79    a90    a101   a112
a3     a14    a25    a36    a47    a58    a69    a80    a91    a102   a113
a4     a15    a26    a37    a48    a59    a70    a81    a92    a103   a114
a5     a16    a27    a38    a49    a60    a71    a82    a93    a104   a115
a6     a17    a28    a39    a50    a61    a72    a83    a94    a105   a116
a7     a18    a29    a40    a51    a62    a73    a84    a95    a106   a117
a8     a19    a30    a41    a52    a63    a74    a85    a96    a107   a118
a9     a20    a31    a42    a53    a64    a75    a86    a97    a108   a119
a10    a21    a32    a43    a54    a65    a76    a87    a98    a109   a120
a11    a22    a33    a44    a55    a66    a77    a88    a99    a110;

set B :=
b1     b12    b23    b34    b45    b56    b67    b78    b89    b100   b111
b2     b13    b24    b35    b46    b57    b68    b79    b90    b101   b112
b3     b14    b25    b36    b47    b58    b69    b80    b91    b102   b113
b4     b15    b26    b37    b48    b59    b70    b81    b92    b103   b114
b5     b16    b27    b38    b49    b60    b71    b82    b93    b104   b115
b6     b17    b28    b39    b50    b61    b72    b83    b94    b105   b116
b7     b18    b29    b40    b51    b62    b73    b84    b95    b106   b117
b8     b19    b30    b41    b52    b63    b74    b85    b96    b107   b118
b9     b20    b31    b42    b53    b64    b75    b86    b97    b108   b119
b10    b21    b32    b43    b54    b65    b76    b87    b98    b109   b120
b11    b22    b33    b44    b55    b66    b77    b88    b99    b110;

set E :=
(a1,b1)       (a25,b6)      (a49,b4)      (a72,b62)     (a96,b57)
(a1,b2)       (a25,b8)      (a49,b6)      (a72,b70)     (a96,b58)
(a1,b3)       (a25,b10)     (a49,b7)      (a72,b71)     (a96,b59)
(a1,b4)       (a25,b11)     (a49,b9)      (a72,b72)     (a96,b63)
(a1,b6)       (a25,b13)     (a49,b10)     (a72,b75)     (a96,b66)
(a1,b7)       (a25,b14)     (a49,b11)     (a72,b76)     (a96,b67)
(a1,b8)       (a25,b17)     (a49,b13)     (a72,b78)     (a96,b68)
(a1,b9)       (a25,b24)     (a49,b17)     (a72,b80)     (a96,b69)
(a1,b10)      (a25,b26)     (a49,b18)     (a72,b81)     (a96,b72)
(a1,b12)      (a25,b32)     (a49,b19)     (a72,b82)     (a96,b73)
(a1,b13)      (a25,b33)     (a49,b20)     (a72,b83)     (a96,b74)
(a1,b15)      (a25,b34)     (a49,b21)     (a72,b87)     (a96,b75)
(a1,b17)      (a25,b37)     (a49,b22)     (a72,b89)     (a96,b76)
(a1,b22)      (a25,b40)     (a49,b24)     (a72,b90)     (a96,b80)
(a1,b23)      (a25,b41)     (a49,b26)     (a72,b92)     (a96,b82)
(a1,b25)      (a25,b46)     (a49,b28)     (a72,b97)     (a96,b87)
(a1,b27)      (a25,b51)     (a49,b30)     (a72,b99)     (a96,b90)
(a1,b28)      (a25,b52)     (a49,b31)     (a72,b100)    (a96,b93)
