set A :=
a1    a6    a11   a16   a21   a26   a31   a36   a41   a46   a51   a56
a2    a7    a12   a17   a22   a27   a32   a37   a42   a47   a52   a57
a3    a8    a13   a18   a23   a28   a33   a38   a43   a48   a53   a58
a4    a9    a14   a19   a24   a29   a34   a39   a44   a49   a54   a59
a5    a10   a15   a20   a25   a30   a35   a40   a45   a50   a55   a60;

set B :=
b1    b6    b11   b16   b21   b26   b31   b36   b41   b46   b51   b56
b2    b7    b12   b17   b22   b27   b32   b37   b42   b47   b52   b57
b3    b8    b13   b18   b23   b28   b33   b38   b43   b48   b53   b58
b4    b9    b14   b19   b24   b29   b34   b39   b44   b49   b54   b59
b5    b10   b15   b20   b25   b30   b35   b40   b45   b50   b55   b60;

set E :=
(a1,b1)     (a11,b41)   (a22,b33)   (a32,b36)   (a42,b20)   (a52,b1)
(a1,b3)     (a11,b44)   (a22,b34)   (a32,b39)   (a42,b21)   (a52,b3)
(a1,b5)     (a11,b45)   (a22,b35)   (a32,b42)   (a42,b22)   (a52,b4)
(a1,b6)     (a11,b46)   (a22,b36)   (a32,b43)   (a42,b24)   (a52,b7)
(a1,b7)     (a11,b48)   (a22,b37)   (a32,b48)   (a42,b29)   (a52,b10)
(a1,b9)     (a11,b49)   (a22,b39)   (a32,b51)   (a42,b30)   (a52,b12)
(a1,b12)    (a11,b51)   (a22,b44)   (a32,b54)   (a42,b31)   (a52,b14)
(a1,b13)    (a11,b53)   (a22,b50)   (a32,b56)   (a42,b32)   (a52,b15)
(a1,b14)    (a11,b55)   (a22,b52)   (a33,b5)    (a42,b38)   (a52,b16)
(a1,b18)    (a11,b60)   (a22,b55)   (a33,b6)    (a42,b39)   (a52,b18)
(a1,b19)    (a12,b2)    (a22,b57)   (a33,b8)    (a42,b40)   (a52,b21)
(a1,b20)    (a12,b6)    (a23,b1)    (a33,b10)   (a42,b41)   (a52,b23)
(a1,b23)    (a12,b9)    (a23,b9)    (a33,b11)   (a42,b43)   (a52,b24)
(a1,b29)    (a12,b18)   (a23,b11)   (a33,b16)   (a42,b47)   (a52,b25)
(a1,b30)    (a12,b19)   (a23,b12)   (a33,b19)   (a42,b54)   (a52,b28)
(a1,b31)    (a12,b20)   (a23,b13)   (a33,b22)   (a42,b55)   (a52,b32)
(a1,b33)    (a12,b21)   (a23,b17)   (a33,b25)   (a42,b56)   (a52,b35)
(a1,b34)    (a12,b23)   (a23,b21)   (a33,b30)   (a42,b57)   (a52,b38)
(a1,b37)    (a12,b26)   (a23,b30)   (a33,b34)   (a42,b58)   (a52,b39)
(a1,b38)    (a12,b27)   (a23,b31)   (a33,b36)   (a43,b2)    (a52,b40)
(a1,b40)    (a12,b29)   (a23,b34)   (a33,b40)   (a43,b3)    (a52,b42)
(a1,b42)    (a12,b32)   (a23,b35)   (a33,b41)   (a43,b5)    (a52,b44)
(a1,b47)    (a12,b36)   (a23,b40)   (a33,b42)   (a43,b10)   (a52,b46)
(a1,b51)    (a12,b41)   (a23,b42)   (a33,b45)   (a43,b11)   (a52,b51)
(a1,b52)    (a12,b42)   (a23,b43)   (a33,b47)   (a43,b12)   (a52,b52)
(a1,b56)    (a12,b43)   (a23,b44)   (a33,b48)   (a43,b15)   (a52,b54)
(a2,b1)     (a12,b45)   (a23,b45)   (a33,b49)   (a43,b18)   (a52,b55)
(a2,b2)     (a12,b50)   (a23,b46)   (a33,b51)   (a43,b19)   (a52,b59)
(a2,b7)     (a12,b51)   (a23,b49)   (a33,b52)   (a43,b20)   (a53,b4)
(a2,b12)    (a12,b53)   (a23,b52)   (a33,b54)   (a43,b25)   (a53,b6)
(a2,b13)    (a12,b58)   (a23,b53)   (a33,b56)   (a43,b27)   (a53,b7)
(a2,b14)    (a12,b60)   (a23,b56)   (a33,b57)   (a43,b32)   (a53,b9)
(a2,b17)    (a13,b3)    (a23,b60)   (a33,b60)   (a43,b33)   (a53,b11)
(a2,b19)    (a13,b4)    (a24,b4)    (a34,b1)    (a43,b37)   (a53,b12)
(a2,b23)    (a13,b6)    (a24,b5)    (a34,b2)    (a43,b40)   (a53,b13)
(a2,b25)    (a13,b7)    (a24,b11)   (a34,b4)    (a43,b42)   (a53,b17)
(a2,b30)    (a13,b11)   (a24,b12)   (a34,b9)    (a43,b45)   (a53,b18)
(a2,b31)    (a13,b14)   (a24,b13)   (a34,b11)   (a43,b47)   (a53,b19)
(a2,b35)    (a13,b18)   (a24,b15)   (a34,b12)   (a43,b49)   (a53,b27)
(a2,b38)    (a13,b21)   (a24,b16)   (a34,b13)   (a43,b53)   (a53,b31)
(a2,b41)    (a13,b23)   (a24,b19)   (a34,b16)   (a43,b57)   (a53,b32)
(a2,b43)    (a13,b25)   (a24,b26)   (a34,b20)   (a43,b59)   (a53,b33)
(a2,b45)    (a13,b28)   (a24,b27)   (a34,b21)   (a43,b60)   (a53,b34)
(a2,b47)    (a13,b32)   (a24,b29)   (a34,b23)   (a44,b6)    (a53,b36)
(a2,b49)    (a13,b35)   (a24,b36)   (a34,b25)   (a44,b10)   (a53,b37)
(a2,b50)    (a13,b36)   (a24,b40)   (a34,b29)   (a44,b11)   (a53,b41)
(a2,b55)    (a13,b37)   (a24,b41)   (a34,b30)   (a44,b15)   (a53,b42)
(a2,b56)    (a13,b42)   (a24,b49)   (a34,b33)   (a44,b16)   (a53,b44)
(a2,b59)    (a13,b44)   (a24,b53)   (a34,b36)   (a44,b17)   (a53,b46)
(a3,b4)     (a13,b46)   (a24,b55)   (a34,b41)   (a44,b23)   (a53,b49)
(a3,b5)     (a13,b49)   (a24,b58)   (a34,b42)   (a44,b24)   (a53,b52)
(a3,b7)     (a13,b50)   (a25,b5)    (a34,b45)   (a44,b27)   (a53,b58)
(a3,b11)    (a13,b53)   (a25,b7)    (a34,b46)   (a44,b34)   (a53,b59)
(a3,b12)    (a13,b56)   (a25,b12)   (a34,b48)   (a44,b36)   (a53,b60)
(a3,b13)    (a13,b57)   (a25,b13)   (a34,b50)   (a44,b39)   (a54,b1)
(a3,b14)    (a13,b59)   (a25,b14)   (a34,b54)   (a44,b40)   (a54,b2)
(a3,b20)    (a14,b1)    (a25,b15)   (a34,b55)   (a44,b41)   (a54,b6)
(a3,b24)    (a14,b2)    (a25,b18)   (a34,b57)   (a44,b47)   (a54,b8)
(a3,b29)    (a14,b3)    (a25,b22)   (a34,b58)   (a44,b48)   (a54,b12)
(a3,b30)    (a14,b5)    (a25,b26)   (a34,b60)   (a44,b54)   (a54,b16)
(a3,b31)    (a14,b10)   (a25,b30)   (a35,b6)    (a44,b55)   (a54,b17)
(a3,b34)    (a14,b16)   (a25,b31)   (a35,b15)   (a44,b56)   (a54,b19)
(a3,b35)    (a14,b20)   (a25,b35)   (a35,b17)   (a44,b58)   (a54,b22)
(a3,b37)    (a14,b21)   (a25,b41)   (a35,b19)   (a44,b60)   (a54,b23)
(a3,b39)    (a14,b26)   (a25,b43)   (a35,b22)   (a45,b1)    (a54,b25)
(a3,b40)    (a14,b28)   (a25,b50)   (a35,b23)   (a45,b2)    (a54,b26)
(a3,b41)    (a14,b30)   (a25,b56)   (a35,b24)   (a45,b6)    (a54,b27)
(a3,b43)    (a14,b32)   (a25,b58)   (a35,b26)   (a45,b7)    (a54,b28)
(a3,b45)    (a14,b33)   (a25,b60)   (a35,b29)   (a45,b9)    (a54,b30)
(a3,b48)    (a14,b34)   (a26,b1)    (a35,b30)   (a45,b10)   (a54,b31)
(a3,b49)    (a14,b40)   (a26,b3)    (a35,b32)   (a45,b13)   (a54,b32)
(a3,b50)    (a14,b41)   (a26,b4)    (a35,b34)   (a45,b14)   (a54,b38)
(a3,b51)    (a14,b43)   (a26,b6)    (a35,b36)   (a45,b15)   (a54,b40)
(a3,b55)    (a14,b46)   (a26,b8)    (a35,b52)   (a45,b16)   (a54,b41)
(a3,b57)    (a14,b49)   (a26,b13)   (a35,b55)   (a45,b17)   (a54,b43)
(a3,b58)    (a14,b54)   (a26,b15)   (a35,b56)   (a45,b19)   (a54,b54)
(a4,b7)     (a14,b56)   (a26,b16)   (a35,b58)   (a45,b21)   (a54,b58)
(a4,b9)     (a15,b1)    (a26,b17)   (a35,b60)   (a45,b25)   (a54,b59)
(a4,b14)    (a15,b6)    (a26,b18)   (a36,b1)    (a45,b28)   (a54,b60)
(a4,b16)    (a15,b7)    (a26,b21)   (a36,b4)    (a45,b32)   (a55,b6)
(a4,b18)    (a15,b10)   (a26,b24)   (a36,b5)    (a45,b33)   (a55,b7)
(a4,b19)    (a15,b11)   (a26,b26)   (a36,b7)    (a45,b34)   (a55,b8)
(a4,b21)    (a15,b12)   (a26,b27)   (a36,b12)   (a45,b41)   (a55,b15)
(a4,b23)    (a15,b15)   (a26,b30)   (a36,b14)   (a45,b48)   (a55,b17)
(a4,b25)    (a15,b18)   (a26,b37)   (a36,b15)   (a45,b49)   (a55,b19)
(a4,b27)    (a15,b19)   (a26,b39)   (a36,b18)   (a45,b51)   (a55,b20)
(a4,b28)    (a15,b20)   (a26,b42)   (a36,b23)   (a45,b54)   (a55,b21)
(a4,b29)    (a15,b25)   (a26,b43)   (a36,b24)   (a45,b56)   (a55,b22)
(a4,b34)    (a15,b26)   (a26,b46)   (a36,b27)   (a45,b58)   (a55,b23)
(a4,b36)    (a15,b28)   (a26,b47)   (a36,b29)   (a46,b2)    (a55,b24)
(a4,b37)    (a15,b30)   (a26,b50)   (a36,b31)   (a46,b7)    (a55,b26)
(a4,b39)    (a15,b33)   (a26,b52)   (a36,b35)   (a46,b8)    (a55,b28)
(a4,b40)    (a15,b38)   (a26,b53)   (a36,b36)   (a46,b14)   (a55,b29)
(a4,b44)    (a15,b42)   (a26,b59)   (a36,b41)   (a46,b19)   (a55,b30)
(a4,b49)    (a15,b44)   (a26,b60)   (a36,b44)   (a46,b22)   (a55,b32)
(a4,b50)    (a15,b49)   (a27,b9)    (a36,b48)   (a46,b24)   (a55,b35)
(a4,b54)    (a15,b50)   (a27,b12)   (a36,b50)   (a46,b33)   (a55,b38)
(a4,b57)    (a15,b54)   (a27,b13)   (a36,b52)   (a46,b34)   (a55,b40)
(a4,b58)    (a15,b55)   (a27,b14)   (a36,b53)   (a46,b38)   (a55,b42)
(a4,b60)    (a15,b56)   (a27,b15)   (a36,b54)   (a46,b39)   (a55,b43)
