set A :=
a1     a18    a35    a52    a69    a86    a103   a120   a137   a154   a171
a2     a19    a36    a53    a70    a87    a104   a121   a138   a155   a172
a3     a20    a37    a54    a71    a88    a105   a122   a139   a156   a173
a4     a21    a38    a55    a72    a89    a106   a123   a140   a157   a174
a5     a22    a39    a56    a73    a90    a107   a124   a141   a158   a175
a6     a23    a40    a57    a74    a91    a108   a125   a142   a159   a176
a7     a24    a41    a58    a75    a92    a109   a126   a143   a160   a177
a8     a25    a42    a59    a76    a93    a110   a127   a144   a161   a178
a9     a26    a43    a60    a77    a94    a111   a128   a145   a162   a179
a10    a27    a44    a61    a78    a95    a112   a129   a146   a163   a180
a11    a28    a45    a62    a79    a96    a113   a130   a147   a164
a12    a29    a46    a63    a80    a97    a114   a131   a148   a165
a13    a30    a47    a64    a81    a98    a115   a132   a149   a166
a14    a31    a48    a65    a82    a99    a116   a133   a150   a167
a15    a32    a49    a66    a83    a100   a117   a134   a151   a168
a16    a33    a50    a67    a84    a101   a118   a135   a152   a169
a17    a34    a51    a68    a85    a102   a119   a136   a153   a170;

set B :=
b1     b18    b35    b52    b69    b86    b103   b120   b137   b154   b171
b2     b19    b36    b53    b70    b87    b104   b121   b138   b155   b172
b3     b20    b37    b54    b71    b88    b105   b122   b139   b156   b173
b4     b21    b38    b55    b72    b89    b106   b123   b140   b157   b174
b5     b22    b39    b56    b73    b90    b107   b124   b141   b158   b175
b6     b23    b40    b57    b74    b91    b108   b125   b142   b159   b176
b7     b24    b41    b58    b75    b92    b109   b126   b143   b160   b177
b8     b25    b42    b59    b76    b93    b110   b127   b144   b161   b178
b9     b26    b43    b60    b77    b94    b111   b128   b145   b162   b179
b10    b27    b44    b61    b78    b95    b112   b129   b146   b163   b180
b11    b28    b45    b62    b79    b96    b113   b130   b147   b164
b12    b29    b46    b63    b80    b97    b114   b131   b148   b165
b13    b30    b47    b64    b81    b98    b115   b132   b149   b166
b14    b31    b48    b65    b82    b99    b116   b133   b150   b167
b15    b32    b49    b66    b83    b100   b117   b134   b151   b168
b16    b33    b50    b67    b84    b101   b118   b135   b152   b169
b17    b34    b51    b68    b85    b102   b119   b136   b153   b170;

set E :=
(a1,b1)       (a37,b115)    (a72,b155)    (a109,b58)    (a144,b142)
(a1,b2)       (a37,b117)    (a72,b156)    (a109,b59)    (a144,b143)
(a1,b3)       (a37,b125)    (a72,b157)    (a109,b60)    (a144,b146)
(a1,b6)       (a37,b127)    (a72,b163)    (a109,b61)    (a144,b150)
(a1,b10)      (a37,b128)    (a72,b165)    (a109,b67)    (a144,b154)
(a1,b11)      (a37,b130)    (a72,b166)    (a109,b73)    (a144,b157)
(a1,b12)      (a37,b131)    (a72,b175)    (a109,b76)    (a144,b160)
(a1,b13)      (a37,b133)    (a72,b178)    (a109,b77)    (a144,b162)
(a1,b14)      (a37,b135)    (a73,b2)      (a109,b78)    (a144,b163)
(a1,b20)      (a37,b140)    (a73,b3)      (a109,b81)    (a144,b164)
(a1,b23)      (a37,b143)    (a73,b4)      (a109,b82)    (a144,b165)
(a1,b28)      (a37,b146)    (a73,b11)     (a109,b83)    (a144,b167)
(a1,b32)      (a37,b150)    (a73,b14)     (a109,b84)    (a144,b168)
(a1,b35)      (a37,b152)    (a73,b16)     (a109,b85)    (a144,b169)
(a1,b37)      (a37,b154)    (a73,b17)     (a109,b88)    (a144,b174)
(a1,b38)      (a37,b158)    (a73,b20)     (a109,b90)    (a144,b175)
(a1,b40)      (a37,b160)    (a73,b27)     (a109,b92)    (a144,b176)
(a1,b41)      (a37,b162)    (a73,b28)     (a109,b93)    (a145,b8)
(a1,b43)      (a37,b164)    (a73,b29)     (a109,b94)    (a145,b9)
(a1,b52)      (a37,b167)    (a73,b30)     (a109,b100)   (a145,b10)
(a1,b56)      (a37,b169)    (a73,b31)     (a109,b103)   (a145,b11)
(a1,b57)      (a37,b170)    (a73,b34)     (a109,b107)   (a145,b15)
(a1,b58)      (a37,b172)    (a73,b36)     (a109,b110)   (a145,b18)
(a1,b59)      (a38,b1)      (a73,b39)     (a109,b112)   (a145,b20)
(a1,b61)      (a38,b8)      (a73,b41)     (a109,b113)   (a145,b24)
(a1,b65)      (a38,b9)      (a73,b45)     (a109,b114)   (a145,b27)
(a1,b70)      (a38,b10)     (a73,b46)     (a109,b117)   (a145,b30)
(a1,b71)      (a38,b11)     (a73,b47)     (a109,b119)   (a145,b32)
(a1,b77)      (a38,b15)     (a73,b48)     (a109,b120)   (a145,b34)
(a1,b79)      (a38,b16)     (a73,b51)     (a109,b121)   (a145,b37)
(a1,b80)      (a38,b18)     (a73,b54)     (a109,b123)   (a145,b39)
