set A :=
a1     a16    a31    a46    a61    a76    a91    a106   a121   a136   a151
a2     a17    a32    a47    a62    a77    a92    a107   a122   a137   a152
a3     a18    a33    a48    a63    a78    a93    a108   a123   a138   a153
a4     a19    a34    a49    a64    a79    a94    a109   a124   a139   a154
a5     a20    a35    a50    a65    a80    a95    a110   a125   a140   a155
a6     a21    a36    a51    a66    a81    a96    a111   a126   a141   a156
a7     a22    a37    a52    a67    a82    a97    a112   a127   a142   a157
a8     a23    a38    a53    a68    a83    a98    a113   a128   a143   a158
a9     a24    a39    a54    a69    a84    a99    a114   a129   a144   a159
a10    a25    a40    a55    a70    a85    a100   a115   a130   a145   a160
a11    a26    a41    a56    a71    a86    a101   a116   a131   a146
a12    a27    a42    a57    a72    a87    a102   a117   a132   a147
a13    a28    a43    a58    a73    a88    a103   a118   a133   a148
a14    a29    a44    a59    a74    a89    a104   a119   a134   a149
a15    a30    a45    a60    a75    a90    a105   a120   a135   a150;

set B :=
b1     b16    b31    b46    b61    b76    b91    b106   b121   b136   b151
b2     b17    b32    b47    b62    b77    b92    b107   b122   b137   b152
b3     b18    b33    b48    b63    b78    b93    b108   b123   b138   b153
b4     b19    b34    b49    b64    b79    b94    b109   b124   b139   b154
b5     b20    b35    b50    b65    b80    b95    b110   b125   b140   b155
b6     b21    b36    b51    b66    b81    b96    b111   b126   b141   b156
b7     b22    b37    b52    b67    b82    b97    b112   b127   b142   b157
b8     b23    b38    b53    b68    b83    b98    b113   b128   b143   b158
b9     b24    b39    b54    b69    b84    b99    b114   b129   b144   b159
b10    b25    b40    b55    b70    b85    b100   b115   b130   b145   b160
b11    b26    b41    b56    b71    b86    b101   b116   b131   b146
b12    b27    b42    b57    b72    b87    b102   b117   b132   b147
b13    b28    b43    b58    b73    b88    b103   b118   b133   b148
b14    b29    b44    b59    b74    b89    b104   b119   b134   b149
b15    b30    b45    b60    b75    b90    b105   b120   b135   b150;

set E :=
(a1,b1)       (a33,b115)    (a66,b28)     (a98,b56)     (a129,b120)
(a1,b2)       (a33,b116)    (a66,b29)     (a98,b57)     (a129,b128)
(a1,b6)       (a33,b120)    (a66,b30)     (a98,b58)     (a129,b131)
(a1,b7)       (a33,b121)    (a66,b33)     (a98,b63)     (a129,b133)
(a1,b8)       (a33,b125)    (a66,b35)     (a98,b65)     (a129,b136)
(a1,b10)      (a33,b128)    (a66,b38)     (a98,b67)     (a129,b137)
(a1,b13)      (a33,b130)    (a66,b39)     (a98,b69)     (a129,b141)
(a1,b14)      (a33,b133)    (a66,b40)     (a98,b70)     (a129,b145)
(a1,b15)      (a33,b138)    (a66,b41)     (a98,b71)     (a129,b148)
(a1,b18)      (a33,b140)    (a66,b47)     (a98,b72)     (a129,b149)
(a1,b19)      (a33,b141)    (a66,b49)     (a98,b75)     (a129,b152)
(a1,b22)      (a33,b143)    (a66,b53)     (a98,b77)     (a129,b154)
(a1,b25)      (a33,b144)    (a66,b55)     (a98,b82)     (a129,b155)
(a1,b29)      (a33,b148)    (a66,b60)     (a98,b84)     (a129,b157)
(a1,b34)      (a33,b149)    (a66,b61)     (a98,b86)     (a129,b158)
(a1,b35)      (a33,b152)    (a66,b62)     (a98,b89)     (a129,b160)
(a1,b36)      (a33,b155)    (a66,b63)     (a98,b91)     (a130,b3)
(a1,b39)      (a33,b156)    (a66,b65)     (a98,b94)     (a130,b4)
(a1,b41)      (a33,b158)    (a66,b66)     (a98,b98)     (a130,b6)
(a1,b45)      (a33,b160)    (a66,b69)     (a98,b99)     (a130,b7)
(a1,b47)      (a34,b2)      (a66,b70)     (a98,b102)    (a130,b8)
(a1,b48)      (a34,b10)     (a66,b72)     (a98,b103)    (a130,b11)
(a1,b56)      (a34,b11)     (a66,b73)     (a98,b105)    (a130,b12)
(a1,b57)      (a34,b13)     (a66,b74)     (a98,b107)    (a130,b13)
(a1,b63)      (a34,b15)     (a66,b78)     (a98,b108)    (a130,b16)
(a1,b64)      (a34,b21)     (a66,b85)     (a98,b111)    (a130,b18)
(a1,b65)      (a34,b25)     (a66,b87)     (a98,b112)    (a130,b20)
(a1,b70)      (a34,b26)     (a66,b90)     (a98,b113)    (a130,b23)
(a1,b73)      (a34,b27)     (a66,b92)     (a98,b114)    (a130,b26)
(a1,b74)      (a34,b32)     (a66,b95)     (a98,b117)    (a130,b27)
(a1,b75)      (a34,b38)     (a66,b101)    (a98,b118)    (a130,b28)
(a1,b79)      (a34,b39)     (a66,b102)    (a98,b122)    (a130,b36)
(a1,b81)      (a34,b40)     (a66,b104)    (a98,b124)    (a130,b37)
(a1,b82)      (a34,b41)     (a66,b113)    (a98,b126)    (a130,b46)
(a1,b83)      (a34,b47)     (a66,b115)    (a98,b127)    (a130,b48)
(a1,b85)      (a34,b54)     (a66,b119)    (a98,b129)    (a130,b55)
(a1,b89)      (a34,b55)     (a66,b123)    (a98,b134)    (a130,b60)
(a1,b92)      (a34,b57)     (a66,b127)    (a98,b139)    (a130,b61)
(a1,b94)      (a34,b61)     (a66,b131)    (a98,b143)    (a130,b62)
(a1,b95)      (a34,b63)     (a66,b134)    (a98,b144)    (a130,b68)
(a1,b96)      (a34,b64)     (a66,b140)    (a98,b148)    (a130,b69)
(a1,b98)      (a34,b67)     (a66,b141)    (a98,b149)    (a130,b70)
(a1,b99)      (a34,b70)     (a66,b147)    (a98,b150)    (a130,b71)
(a1,b100)     (a34,b71)     (a66,b150)    (a98,b151)    (a130,b72)
(a1,b103)     (a34,b72)     (a66,b155)    (a98,b153)    (a130,b73)
(a1,b105)     (a34,b74)     (a66,b160)    (a98,b154)    (a130,b75)
(a1,b106)     (a34,b75)     (a67,b1)      (a98,b155)    (a130,b77)
(a1,b110)     (a34,b77)     (a67,b7)      (a98,b156)    (a130,b86)
(a1,b111)     (a34,b82)     (a67,b9)      (a98,b157)    (a130,b87)
(a1,b113)     (a34,b83)     (a67,b10)     (a98,b158)    (a130,b88)
(a1,b114)     (a34,b84)     (a67,b11)     (a98,b159)    (a130,b91)
(a1,b117)     (a34,b88)     (a67,b12)     (a99,b2)      (a130,b93)
(a1,b120)     (a34,b91)     (a67,b13)     (a99,b3)      (a130,b94)
(a1,b125)     (a34,b92)     (a67,b15)     (a99,b6)      (a130,b98)
(a1,b127)     (a34,b94)     (a67,b16)     (a99,b10)     (a130,b99)
(a1,b129)     (a34,b95)     (a67,b17)     (a99,b11)     (a130,b105)
(a1,b132)     (a34,b96)     (a67,b22)     (a99,b17)     (a130,b108)
(a1,b133)     (a34,b99)     (a67,b25)     (a99,b22)     (a130,b109)
(a1,b143)     (a34,b100)    (a67,b26)     (a99,b25)     (a130,b110)
(a1,b144)     (a34,b101)    (a67,b27)     (a99,b26)     (a130,b112)
(a1,b145)     (a34,b102)    (a67,b29)     (a99,b27)     (a130,b115)
(a1,b147)     (a34,b104)    (a67,b31)     (a99,b30)     (a130,b118)
(a1,b148)     (a34,b107)    (a67,b32)     (a99,b32)     (a130,b119)
(a1,b149)     (a34,b110)    (a67,b34)     (a99,b34)     (a130,b122)
(a1,b153)     (a34,b111)    (a67,b37)     (a99,b36)     (a130,b124)
(a2,b1)       (a34,b112)    (a67,b39)     (a99,b40)     (a130,b129)
(a2,b7)       (a34,b113)    (a67,b40)     (a99,b45)     (a130,b131)
(a2,b8)       (a34,b115)    (a67,b43)     (a99,b48)     (a130,b137)
(a2,b9)       (a34,b117)    (a67,b46)     (a99,b51)     (a130,b138)
(a2,b10)      (a34,b120)    (a67,b50)     (a99,b53)     (a130,b139)
(a2,b15)      (a34,b121)    (a67,b51)     (a99,b59)     (a130,b140)
(a2,b19)      (a34,b125)    (a67,b54)     (a99,b60)     (a130,b141)
(a2,b20)      (a34,b126)    (a67,b55)     (a99,b62)     (a130,b145)
(a2,b21)      (a34,b127)    (a67,b56)     (a99,b63)     (a130,b146)
(a2,b22)      (a34,b132)    (a67,b58)     (a99,b65)     (a130,b151)
(a2,b23)      (a34,b136)    (a67,b64)     (a99,b70)     (a130,b154)
(a2,b26)      (a34,b142)    (a67,b67)     (a99,b71)     (a130,b155)
(a2,b27)      (a34,b143)    (a67,b68)     (a99,b72)     (a130,b156)
(a2,b29)      (a34,b146)    (a67,b69)     (a99,b75)     (a130,b157)
(a2,b30)      (a34,b147)    (a67,b71)     (a99,b78)     (a130,b158)
(a2,b32)      (a34,b150)    (a67,b74)     (a99,b83)     (a131,b3)
(a2,b33)      (a34,b154)    (a67,b80)     (a99,b88)     (a131,b4)
(a2,b35)      (a34,b155)    (a67,b81)     (a99,b89)     (a131,b5)
(a2,b36)      (a34,b160)    (a67,b82)     (a99,b93)     (a131,b7)
(a2,b38)      (a35,b5)      (a67,b84)     (a99,b99)     (a131,b9)
(a2,b42)      (a35,b7)      (a67,b85)     (a99,b102)    (a131,b11)
(a2,b46)      (a35,b8)      (a67,b86)     (a99,b106)    (a131,b13)
(a2,b47)      (a35,b10)     (a67,b87)     (a99,b108)    (a131,b14)
(a2,b48)      (a35,b15)     (a67,b91)     (a99,b109)    (a131,b16)
(a2,b53)      (a35,b16)     (a67,b93)     (a99,b110)    (a131,b22)
(a2,b54)      (a35,b17)     (a67,b95)     (a99,b111)    (a131,b27)
(a2,b55)      (a35,b18)     (a67,b96)     (a99,b114)    (a131,b28)
(a2,b56)      (a35,b26)     (a67,b104)    (a99,b116)    (a131,b30)
(a2,b58)      (a35,b27)     (a67,b106)    (a99,b118)    (a131,b31)
(a2,b59)      (a35,b28)     (a67,b107)    (a99,b120)    (a131,b38)
(a2,b61)      (a35,b31)     (a67,b109)    (a99,b123)    (a131,b39)
(a2,b69)      (a35,b33)     (a67,b113)    (a99,b125)    (a131,b45)
(a2,b72)      (a35,b38)     (a67,b117)    (a99,b126)    (a131,b50)
(a2,b73)      (a35,b42)     (a67,b118)    (a99,b129)    (a131,b52)
(a2,b74)      (a35,b44)     (a67,b119)    (a99,b130)    (a131,b53)
(a2,b77)      (a35,b45)     (a67,b122)    (a99,b135)    (a131,b56)
(a2,b78)      (a35,b47)     (a67,b125)    (a99,b137)    (a131,b58)
(a2,b86)      (a35,b52)     (a67,b126)    (a99,b138)    (a131,b63)
(a2,b91)      (a35,b53)     (a67,b130)    (a99,b143)    (a131,b64)
(a2,b94)      (a35,b55)     (a67,b133)    (a99,b152)    (a131,b65)
(a2,b95)      (a35,b62)     (a67,b137)    (a99,b158)    (a131,b68)
(a2,b97)      (a35,b64)     (a67,b138)    (a99,b160)    (a131,b70)
(a2,b98)      (a35,b66)     (a67,b142)    (a100,b5)     (a131,b74)
(a2,b100)     (a35,b71)     (a67,b143)    (a100,b8)     (a131,b77)
(a2,b104)     (a35,b79)     (a67,b144)    (a100,b14)    (a131,b79)
(a2,b106)     (a35,b80)     (a67,b145)    (a100,b16)    (a131,b81)
(a2,b109)     (a35,b85)     (a67,b146)    (a100,b18)    (a131,b82)
(a2,b112)     (a35,b90)     (a67,b148)    (a100,b19)    (a131,b86)
(a2,b114)     (a35,b91)     (a67,b150)    (a100,b21)    (a131,b89)
(a2,b115)     (a35,b92)     (a67,b151)    (a100,b22)    (a131,b92)
(a2,b120)     (a35,b94)     (a67,b152)    (a100,b25)    (a131,b94)
(a2,b124)     (a35,b98)     (a67,b157)    (a100,b26)    (a131,b96)
(a2,b125)     (a35,b100)    (a68,b2)      (a100,b27)    (a131,b99)
(a2,b127)     (a35,b101)    (a68,b3)      (a100,b30)    (a131,b100)
(a2,b129)     (a35,b103)    (a68,b7)      (a100,b34)    (a131,b101)
(a2,b138)     (a35,b106)    (a68,b10)     (a100,b38)    (a131,b103)
(a2,b140)     (a35,b111)    (a68,b11)     (a100,b39)    (a131,b104)
(a2,b141)     (a35,b112)    (a68,b15)     (a100,b40)    (a131,b106)
(a2,b142)     (a35,b114)    (a68,b16)     (a100,b51)    (a131,b108)
(a2,b144)     (a35,b115)    (a68,b20)     (a100,b53)    (a131,b109)
(a2,b146)     (a35,b117)    (a68,b23)     (a100,b54)    (a131,b110)
