# |V| = 26
# |E| = 210
# Prob((i,j)) = 0.600000

set V:=
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
;
param: E: w :=
1 2 98
1 3 68
1 4 62
1 5 84
1 6 46
1 7 89
1 8 6
1 9 94
1 10 37
1 11 98
1 12 76
1 13 48
1 14 45
1 15 14
1 16 92
1 17 45
1 18 11
1 19 98
1 20 57
1 21 39
1 22 26
1 23 57
1 24 15
1 25 43
1 26 88
2 3 12
2 4 30
2 6 45
2 7 95
2 8 11
2 10 7
2 13 90
2 15 69
2 17 3
2 18 5
2 19 59
2 22 5
2 23 56
2 25 93
2 26 44
3 4 69
3 6 81
3 9 42
3 14 3
3 15 21
3 16 6
3 18 69
3 19 88
3 20 39
3 21 31
3 24 68
3 25 13
3 26 14
4 6 51
4 7 13
4 9 15
4 11 19
4 12 26
4 13 47
4 14 6
4 15 41
4 18 66
4 19 95
4 20 42
4 21 96
4 25 66
4 26 35
5 6 27
5 7 8
5 8 88
5 9 24
5 10 74
5 11 52
5 12 67
5 13 44
5 16 98
5 17 15
5 20 92
5 23 87
5 26 69
6 7 60
6 9 78
6 11 77
6 13 19
6 14 34
6 16 97
6 17 28
6 24 49
6 26 70
7 8 30
7 9 1
7 11 2
7 12 84
7 14 100
7 17 41
7 18 49
7 19 38
7 23 75
7 24 46
7 26 20
8 10 13
8 11 80
8 13 65
8 16 100
8 17 88
8 19 21
8 20 25
8 21 64
8 22 16
8 23 4
8 24 11
8 25 9
8 26 43
9 11 59
9 12 62
9 13 96
9 14 63
9 16 61
9 17 10
9 21 98
9 23 6
9 26 47
10 12 71
10 13 15
10 14 85
10 15 9
10 16 66
10 19 46
10 20 32
10 21 46
10 23 37
10 26 84
11 12 26
11 14 90
11 15 56
11 17 80
11 19 97
11 20 60
11 21 12
11 22 80
11 23 18
11 25 23
12 14 33
12 15 5
12 16 58
12 18 19
12 20 100
12 21 56
12 22 52
12 23 87
12 25 8
12 26 42
13 14 58
13 16 1
13 17 88
13 18 13
13 20 30
13 22 87
13 23 80
13 24 4
13 25 84
13 26 94
14 15 87
14 19 13
14 20 72
14 22 89
14 23 1
14 25 88
14 26 53
15 16 15
15 17 64
15 18 93
15 21 78
15 22 50
15 23 22
15 24 95
15 25 77
15 26 5
16 18 15
16 19 22
16 22 84
16 23 10
16 24 66
16 26 35
17 18 75
17 19 18
17 22 43
17 23 53
17 24 72
17 25 52
18 19 16
18 21 28
18 23 66
18 25 57
19 20 17
19 21 83
19 23 15
19 24 4
19 25 56
20 21 42
20 22 28
20 24 34
21 22 30
21 23 65
21 24 78
22 24 7
23 24 2
23 25 88
24 26 23
25 26 94
;
