# |V| = 49
# |E| = 732
# Prob((i,j)) = 0.600000

set V:=
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
;
param: E: w :=
1 2 30
1 3 5
1 4 27
1 5 43
1 6 61
1 7 2
1 8 24
1 9 72
1 10 22
1 11 23
1 12 32
1 13 22
1 14 34
1 15 7
1 16 17
1 17 95
1 18 99
1 19 95
1 20 23
1 21 15
1 22 1
1 23 21
1 24 55
1 25 79
1 26 56
1 27 32
1 28 7
1 29 10
1 30 74
1 31 77
1 32 39
1 33 96
1 34 17
1 35 98
1 36 2
1 37 99
1 38 59
1 39 64
1 40 54
1 41 89
1 42 31
1 43 28
1 44 99
1 45 57
1 46 83
1 47 40
1 48 31
1 49 24
2 4 53
2 8 79
2 9 65
2 11 36
2 12 88
2 13 79
2 14 28
2 17 19
2 18 95
2 19 97
2 20 70
2 21 23
2 23 87
2 27 26
2 28 23
2 29 52
2 31 27
2 32 71
2 34 88
2 38 77
2 39 18
2 40 24
2 41 62
2 42 96
2 43 96
2 44 57
2 45 55
2 46 82
2 47 84
2 48 14
2 49 6
3 5 61
3 7 27
3 9 78
3 10 84
3 11 92
3 13 16
3 15 71
3 16 35
3 17 11
3 19 69
3 21 46
3 24 13
3 25 6
3 27 87
3 28 3
3 30 52
3 32 30
3 33 75
3 34 78
3 35 31
3 36 96
3 39 23
3 41 13
3 42 6
3 43 9
3 45 66
3 46 19
3 47 74
3 48 8
3 49 36
4 6 42
4 7 22
4 8 33
4 9 78
4 10 65
4 11 32
4 14 4
4 15 87
4 19 40
4 20 72
4 21 17
4 22 59
4 25 41
4 26 34
4 27 31
4 29 66
4 31 49
4 34 92
4 36 74
4 37 26
4 38 7
4 39 1
4 41 32
4 44 67
4 45 51
4 48 66
4 49 91
5 9 47
5 10 85
5 11 42
5 12 39
5 13 14
5 17 47
5 18 48
5 21 78
5 22 49
5 23 59
5 28 11
5 33 68
5 37 6
5 38 31
5 45 49
5 46 71
5 48 78
6 7 72
6 8 59
6 10 37
6 11 22
